image,n_sites,n_split,base_tp_f1,base_net_f1,base_percomp,base_strict,orc_tp_f1,orc_net_f1,orc_percomp,orc_strict
circuit_1.jpg,25,0,0.5172413793103449,0.735294117647059,0.0,0,0.5172413793103449,0.735294117647059,0.0,0
circuit_1016.jpg,25,0,0.4714285714285715,0.676056338028169,0.0,0,0.4714285714285715,0.676056338028169,0.0,0
circuit_1018.jpg,9,0,0.6153846153846153,0.7272727272727273,0.16666666666666666,0,0.6153846153846153,0.7272727272727273,0.16666666666666666,0
circuit_1074.jpg,25,0,0.3529411764705882,0.6296296296296297,0.07142857142857142,0,0.3529411764705882,0.6296296296296297,0.07142857142857142,0
circuit_1076.jpg,25,0,0.26315789473684215,0.5531914893617021,0.08333333333333333,0,0.26315789473684215,0.5531914893617021,0.08333333333333333,0
circuit_1077.jpg,18,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1079.jpg,25,0,0.5217391304347826,0.7551020408163265,0.17391304347826086,0,0.5217391304347826,0.7551020408163265,0.17391304347826086,0
circuit_1087.jpg,18,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1093.jpg,25,1,0.6956521739130435,0.7714285714285715,0.15789473684210525,0,0.7476635514018691,0.7999999999999999,0.15789473684210525,0
circuit_1094.jpg,17,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1097.jpg,13,0,0.6976744186046512,0.9047619047619047,0.4,0,0.6976744186046512,0.9047619047619047,0.4,0
circuit_1111.jpg,25,1,0.2054794520547945,0.5319148936170213,0.08333333333333333,0,0.2571428571428572,0.574468085106383,0.125,0
circuit_1121.jpg,10,1,0.6,0.7692307692307693,0.2857142857142857,0,1.0,1.0,1.0,1
circuit_1122.jpg,25,0,0.8412698412698412,0.9166666666666666,0.42105263157894735,0,0.8412698412698412,0.9166666666666666,0.42105263157894735,0
circuit_1124.jpg,19,0,0.9047619047619047,0.9444444444444444,0.5789473684210527,0,0.9047619047619047,0.9444444444444444,0.5789473684210527,0
circuit_1127.jpg,17,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_113.jpg,25,0,0.410958904109589,0.6595744680851063,0.16666666666666666,0,0.410958904109589,0.6595744680851063,0.16666666666666666,0
circuit_1133.jpg,25,0,0.8235294117647058,0.8846153846153846,0.46153846153846156,0,0.8235294117647058,0.8846153846153846,0.46153846153846156,0
circuit_1134.jpg,25,0,0.4682926829268293,0.6071428571428571,0.0,0,0.4682926829268293,0.6071428571428571,0.0,0
circuit_1135.jpg,9,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1145.jpg,14,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1153.jpg,25,0,0.611764705882353,0.7962962962962963,0.5,0,0.611764705882353,0.7962962962962963,0.5,0
circuit_1162.jpg,25,0,0.9137931034482759,0.9705882352941176,0.6666666666666666,0,0.9137931034482759,0.9705882352941176,0.6666666666666666,0
circuit_1166.jpg,25,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1172.jpg,25,0,0.9324324324324325,0.9702970297029703,0.6521739130434783,0,0.9324324324324325,0.9702970297029703,0.6521739130434783,0
circuit_1183.jpg,14,0,0.4666666666666667,0.6363636363636364,0.0,0,0.4666666666666667,0.6363636363636364,0.0,0
circuit_1194.jpg,25,1,0.4246575342465754,0.7021276595744681,0.2916666666666667,0,0.4857142857142858,0.7446808510638298,0.4166666666666667,0
circuit_1201.jpg,25,0,0.7066666666666667,0.8817204301075269,0.5454545454545454,0,0.7066666666666667,0.8817204301075269,0.5454545454545454,0
circuit_1202.jpg,12,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1203.jpg,22,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1204.jpg,19,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1205.jpg,11,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1209.jpg,25,1,0.5844155844155845,0.6296296296296297,0.0,0,0.6716417910447761,0.7777777777777778,0.35714285714285715,0
circuit_1233.jpg,25,1,0.5862068965517241,0.735294117647059,0.06666666666666667,0,0.5892857142857143,0.7058823529411765,0.06666666666666667,0
circuit_1239.jpg,13,0,0.7619047619047619,0.8823529411764706,0.3333333333333333,0,0.7619047619047619,0.8823529411764706,0.3333333333333333,0
circuit_1241.jpg,25,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1243.jpg,25,0,0.35526315789473684,0.6382978723404256,0.16666666666666666,0,0.35526315789473684,0.6382978723404256,0.16666666666666666,0
circuit_1244.jpg,25,0,0.22972972972972977,0.5416666666666667,0.041666666666666664,0,0.22972972972972977,0.5416666666666667,0.041666666666666664,0
circuit_125.jpg,12,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1252.jpg,25,0,0.5897435897435898,0.7878787878787878,0.30434782608695654,0,0.5897435897435898,0.7878787878787878,0.30434782608695654,0
circuit_1256.jpg,25,0,0.26495726495726496,0.4444444444444445,0.0,0,0.26495726495726496,0.4444444444444445,0.0,0
circuit_1258.jpg,22,0,1.0,1.0,1.0,1,1.0,1.0,1.0,1
circuit_1262.jpg,17,0,0.16666666666666666,0.5384615384615384,0.0,0,0.16666666666666666,0.5384615384615384,0.0,0
circuit_1268.jpg,25,0,0.6666666666666667,0.7777777777777778,0.0,0,0.6666666666666667,0.7777777777777778,0.0,0
