file,column,n,mean,std,min,median,max
experiments/legacy/pipeline_evaluation.csv,num_components,100,14.0,0.0,14.0,14.0,14.0
experiments/legacy/pipeline_evaluation.csv,num_wire_nodes,100,0.0,0.0,0.0,0.0,0.0
experiments/legacy/pipeline_evaluation.csv,terminal_snap_rate,100,0.0,0.0,0.0,0.0,0.0
experiments/legacy/pipeline_evaluation.csv,fully_connected_rate,100,0.0,0.0,0.0,0.0,0.0
experiments/legacy/pipeline_evaluation.csv,netlist_generated,100,0.0,0.0,0.0,0.0,0.0
experiments/legacy/pipeline_evaluation.csv,ngspice_ok,100,0.0,0.0,0.0,0.0,0.0
experiments/train_all/runs/yolov8m_640_seed0/results.csv,epoch,165,83.0,47.7755,1.0,83.0,165.0
experiments/train_all/runs/yolov8m_640_seed0/results.csv,time,165,1033.8202,592.0299,12.3101,1041.69,2041.65
experiments/train_all/runs/yolov8m_640_seed0/results.csv,train/box_loss,165,0.8176,0.1953,0.5777,0.7813,2.0444
experiments/train_all/runs/yolov8m_640_seed0/results.csv,train/cls_loss,165,0.4291,0.2251,0.2967,0.38,2.8298
experiments/train_all/runs/yolov8m_640_seed0/results.csv,train/dfl_loss,165,0.9419,0.0743,0.8618,0.9263,1.5065
experiments/train_all/runs/yolov8m_640_seed0/results.csv,metrics/precision(B),165,0.9518,0.043,0.546,0.9617,0.9772
experiments/train_all/runs/yolov8m_640_seed0/results.csv,metrics/recall(B),165,0.9523,0.0282,0.6824,0.9595,0.978
experiments/train_all/runs/yolov8m_640_seed0/results.csv,metrics/mAP50(B),165,0.9697,0.0342,0.5843,0.9762,0.9839
experiments/train_all/runs/yolov8m_640_seed0/results.csv,metrics/mAP50-95(B),165,0.7122,0.0395,0.3293,0.7228,0.7383
experiments/train_all/runs/yolov8m_640_seed0/results.csv,val/box_loss,165,1.0274,0.0602,0.9687,1.0093,1.4834
experiments/train_all/runs/yolov8m_640_seed0/results.csv,val/cls_loss,165,0.4234,0.1116,0.3658,0.3926,1.5216
experiments/train_all/runs/yolov8m_640_seed0/results.csv,val/dfl_loss,165,1.0686,0.0224,1.0358,1.0653,1.2495
experiments/train_all/runs/yolov8m_640_seed0/results.csv,lr/pg0,165,0.0003,0.0001,0.0002,0.0003,0.0005
experiments/train_all/runs/yolov8m_640_seed0/results.csv,lr/pg1,165,0.0003,0.0001,0.0002,0.0003,0.0005
experiments/train_all/runs/yolov8m_640_seed0/results.csv,lr/pg2,165,0.0003,0.0001,0.0002,0.0003,0.0005
experiments/train_all/runs/yolov8n_640_seed0/results.csv,epoch,251,126.0,72.6017,1.0,126.0,251.0
experiments/train_all/runs/yolov8n_640_seed0/results.csv,time,251,473.6109,270.477,4.2543,472.358,938.153
experiments/train_all/runs/yolov8n_640_seed0/results.csv,train/box_loss,251,0.9124,0.1825,0.7272,0.8748,2.6689
experiments/train_all/runs/yolov8n_640_seed0/results.csv,train/cls_loss,251,0.5669,0.3773,0.3913,0.4763,4.8162
experiments/train_all/runs/yolov8n_640_seed0/results.csv,train/dfl_loss,251,0.9282,0.0665,0.8761,0.9152,1.7379
experiments/train_all/runs/yolov8n_640_seed0/results.csv,metrics/precision(B),251,0.9216,0.119,0.0,0.951,0.9668
experiments/train_all/runs/yolov8n_640_seed0/results.csv,metrics/recall(B),251,0.9255,0.0924,0.0,0.946,0.9662
experiments/train_all/runs/yolov8n_640_seed0/results.csv,metrics/mAP50(B),251,0.9452,0.1128,0.0,0.9681,0.9792
experiments/train_all/runs/yolov8n_640_seed0/results.csv,metrics/mAP50-95(B),251,0.6818,0.0902,0.0,0.7055,0.7251
experiments/train_all/runs/yolov8n_640_seed0/results.csv,val/box_loss,251,1.0779,0.0884,0.9804,1.0555,1.6947
experiments/train_all/runs/yolov8n_640_seed0/results.csv,val/cls_loss,251,0.5916,0.5093,0.4168,0.4712,4.6116
experiments/train_all/runs/yolov8n_640_seed0/results.csv,val/dfl_loss,251,1.0036,0.0299,0.9685,0.9972,1.2081
experiments/train_all/runs/yolov8n_640_seed0/results.csv,lr/pg0,251,0.0003,0.0001,0.0001,0.0003,0.0005
experiments/train_all/runs/yolov8n_640_seed0/results.csv,lr/pg1,251,0.0003,0.0001,0.0001,0.0003,0.0005
experiments/train_all/runs/yolov8n_640_seed0/results.csv,lr/pg2,251,0.0003,0.0001,0.0001,0.0003,0.0005
experiments/train_all/runs/yolov8s_640_seed0/results.csv,epoch,136,68.5,39.4039,1.0,68.5,136.0
experiments/train_all/runs/yolov8s_640_seed0/results.csv,time,136,413.2222,235.2739,7.7446,413.2065,815.067
experiments/train_all/runs/yolov8s_640_seed0/results.csv,train/box_loss,136,0.8976,0.1964,0.702,0.8563,2.4236
experiments/train_all/runs/yolov8s_640_seed0/results.csv,train/cls_loss,136,0.5169,0.3532,0.3615,0.4405,4.122
experiments/train_all/runs/yolov8s_640_seed0/results.csv,train/dfl_loss,136,0.9232,0.0781,0.8664,0.9076,1.667
experiments/train_all/runs/yolov8s_640_seed0/results.csv,metrics/precision(B),136,0.9389,0.0672,0.4105,0.9538,0.9703
experiments/train_all/runs/yolov8s_640_seed0/results.csv,metrics/recall(B),136,0.9393,0.0541,0.5053,0.9529,0.968
experiments/train_all/runs/yolov8s_640_seed0/results.csv,metrics/mAP50(B),136,0.9607,0.067,0.3457,0.9739,0.9801
experiments/train_all/runs/yolov8s_640_seed0/results.csv,metrics/mAP50-95(B),136,0.694,0.0629,0.1964,0.7113,0.7288
experiments/train_all/runs/yolov8s_640_seed0/results.csv,val/box_loss,136,1.0412,0.0786,0.9737,1.0175,1.5513
experiments/train_all/runs/yolov8s_640_seed0/results.csv,val/cls_loss,136,0.4927,0.2245,0.3942,0.4391,2.511
experiments/train_all/runs/yolov8s_640_seed0/results.csv,val/dfl_loss,136,0.987,0.0323,0.9639,0.9789,1.2649
experiments/train_all/runs/yolov8s_640_seed0/results.csv,lr/pg0,136,0.0004,0.0001,0.0002,0.0004,0.0005
experiments/train_all/runs/yolov8s_640_seed0/results.csv,lr/pg1,136,0.0004,0.0001,0.0002,0.0004,0.0005
experiments/train_all/runs/yolov8s_640_seed0/results.csv,lr/pg2,136,0.0004,0.0001,0.0002,0.0004,0.0005
experiments/train_all/runs/yolov8s_640_seed1/results.csv,epoch,89,45.0,25.836,1.0,45.0,89.0
experiments/train_all/runs/yolov8s_640_seed1/results.csv,time,89,270.1994,152.3534,6.6724,271.388,528.22
experiments/train_all/runs/yolov8s_640_seed1/results.csv,train/box_loss,89,0.9748,0.1986,0.8012,0.9351,2.3943
experiments/train_all/runs/yolov8s_640_seed1/results.csv,train/cls_loss,89,0.5804,0.3831,0.4107,0.4936,3.7466
experiments/train_all/runs/yolov8s_640_seed1/results.csv,train/dfl_loss,89,0.9444,0.0819,0.8906,0.9293,1.6162
experiments/train_all/runs/yolov8s_640_seed1/results.csv,metrics/precision(B),89,0.9224,0.0926,0.3019,0.9472,0.9678
experiments/train_all/runs/yolov8s_640_seed1/results.csv,metrics/recall(B),89,0.9286,0.0577,0.5278,0.9451,0.961
experiments/train_all/runs/yolov8s_640_seed1/results.csv,metrics/mAP50(B),89,0.9506,0.0815,0.3513,0.9701,0.9797
experiments/train_all/runs/yolov8s_640_seed1/results.csv,metrics/mAP50-95(B),89,0.6806,0.0731,0.1889,0.6995,0.725
experiments/train_all/runs/yolov8s_640_seed1/results.csv,val/box_loss,89,1.0632,0.0806,0.9749,1.0398,1.573
experiments/train_all/runs/yolov8s_640_seed1/results.csv,val/cls_loss,89,0.5328,0.2423,0.4116,0.4689,2.2783
experiments/train_all/runs/yolov8s_640_seed1/results.csv,val/dfl_loss,89,0.988,0.0281,0.9609,0.9808,1.1797
experiments/train_all/runs/yolov8s_640_seed1/results.csv,lr/pg0,89,0.0004,0.0,0.0002,0.0004,0.0005
experiments/train_all/runs/yolov8s_640_seed1/results.csv,lr/pg1,89,0.0004,0.0,0.0002,0.0004,0.0005
experiments/train_all/runs/yolov8s_640_seed1/results.csv,lr/pg2,89,0.0004,0.0,0.0002,0.0004,0.0005
experiments/train_all/runs/yolov8s_640_seed2/results.csv,epoch,190,95.5,54.9924,1.0,95.5,190.0
experiments/train_all/runs/yolov8s_640_seed2/results.csv,time,190,574.3322,329.5603,6.6469,573.6675,1139.72
experiments/train_all/runs/yolov8s_640_seed2/results.csv,train/box_loss,190,0.8285,0.1972,0.6097,0.7899,2.3925
experiments/train_all/runs/yolov8s_640_seed2/results.csv,train/cls_loss,190,0.4647,0.2965,0.3192,0.4023,3.9126
experiments/train_all/runs/yolov8s_640_seed2/results.csv,train/dfl_loss,190,0.8992,0.0703,0.8412,0.8839,1.6314
experiments/train_all/runs/yolov8s_640_seed2/results.csv,metrics/precision(B),190,0.9443,0.0618,0.3777,0.9588,0.9724
experiments/train_all/runs/yolov8s_640_seed2/results.csv,metrics/recall(B),190,0.944,0.046,0.4669,0.9539,0.9725
experiments/train_all/runs/yolov8s_640_seed2/results.csv,metrics/mAP50(B),190,0.9625,0.057,0.3271,0.9731,0.9794
experiments/train_all/runs/yolov8s_640_seed2/results.csv,metrics/mAP50-95(B),190,0.7004,0.0552,0.1917,0.7161,0.7311
experiments/train_all/runs/yolov8s_640_seed2/results.csv,val/box_loss,190,1.03,0.0706,0.9708,1.005,1.4968
experiments/train_all/runs/yolov8s_640_seed2/results.csv,val/cls_loss,190,0.4636,0.178,0.3844,0.4182,2.2509
experiments/train_all/runs/yolov8s_640_seed2/results.csv,val/dfl_loss,190,0.9765,0.0283,0.9548,0.9702,1.2295
experiments/train_all/runs/yolov8s_640_seed2/results.csv,lr/pg0,190,0.0003,0.0001,0.0002,0.0003,0.0005
experiments/train_all/runs/yolov8s_640_seed2/results.csv,lr/pg1,190,0.0003,0.0001,0.0002,0.0003,0.0005
experiments/train_all/runs/yolov8s_640_seed2/results.csv,lr/pg2,190,0.0003,0.0001,0.0002,0.0003,0.0005
results/ablations/pad0/per_image.csv,n_pred,190,13.5684,6.6263,4.0,14.0,28.0
results/ablations/pad0/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations/pad0/per_image.csv,matched,190,13.3,6.4946,4.0,13.0,28.0
results/ablations/pad0/per_image.csv,unmatched_pred,190,0.2684,0.6797,0.0,0.0,4.0
results/ablations/pad0/per_image.csv,unmatched_gt,190,0.2105,0.5324,0.0,0.0,2.0
results/ablations/pad0/per_image.csv,terminal_pair_precision,190,0.6837,0.2906,0.1034,0.7264,1.0
results/ablations/pad0/per_image.csv,terminal_pair_recall,190,0.6019,0.3134,0.07,0.5811,1.0
results/ablations/pad0/per_image.csv,terminal_pair_f1,190,0.6245,0.3021,0.1,0.6237,1.0
results/ablations/pad0/per_image.csv,net_f1,190,0.7518,0.2141,0.1905,0.7817,1.0
results/ablations/pad0/per_image.csv,per_component_connected_acc,190,0.3856,0.3988,0.0,0.2,1.0
results/ablations/pad0/per_image.csv,nged,190,0.2134,0.1591,0.0,0.23,0.4815
results/ablations/pad0/per_image.csv,strict_success,190,0.2211,0.4161,0.0,0.0,1.0
results/ablations/pad0/per_image.csv,spice_valid,190,0.9737,0.1605,0.0,1.0,1.0
results/ablations/pad0/per_image.csv,solvable_before,190,0.4368,0.4973,0.0,0.0,1.0
results/ablations/pad0/per_image.csv,solvable_after,190,0.7053,0.4571,0.0,1.0,1.0
results/ablations/pad0/per_image.csv,num_assumptions,190,3.5842,1.5016,1.0,3.0,8.0
results/ablations/pad0/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations/pad0_ports/per_image.csv,n_pred,190,13.5684,6.6263,4.0,14.0,28.0
results/ablations/pad0_ports/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations/pad0_ports/per_image.csv,matched,190,13.3,6.4946,4.0,13.0,28.0
results/ablations/pad0_ports/per_image.csv,unmatched_pred,190,0.2684,0.6797,0.0,0.0,4.0
results/ablations/pad0_ports/per_image.csv,unmatched_gt,190,0.2105,0.5324,0.0,0.0,2.0
results/ablations/pad0_ports/per_image.csv,terminal_pair_precision,190,0.7019,0.2961,0.0588,0.7617,1.0
results/ablations/pad0_ports/per_image.csv,terminal_pair_recall,190,0.6944,0.3073,0.0909,0.7556,1.0
results/ablations/pad0_ports/per_image.csv,terminal_pair_f1,190,0.6712,0.3037,0.0719,0.7303,1.0
results/ablations/pad0_ports/per_image.csv,net_f1,190,0.7797,0.2165,0.2222,0.8234,1.0
results/ablations/pad0_ports/per_image.csv,per_component_connected_acc,190,0.5058,0.4145,0.0,0.4129,1.0
results/ablations/pad0_ports/per_image.csv,nged,190,0.1989,0.1618,0.0,0.1974,0.4762
results/ablations/pad0_ports/per_image.csv,strict_success,190,0.3211,0.4681,0.0,0.0,1.0
results/ablations/pad0_ports/per_image.csv,spice_valid,190,0.9947,0.0725,0.0,1.0,1.0
results/ablations/pad0_ports/per_image.csv,solvable_before,190,0.4737,0.5006,0.0,0.0,1.0
results/ablations/pad0_ports/per_image.csv,solvable_after,190,0.7211,0.4497,0.0,1.0,1.0
results/ablations/pad0_ports/per_image.csv,num_assumptions,190,2.9789,1.195,1.0,3.0,8.0
results/ablations/pad0_ports/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations/res1024/per_image.csv,n_pred,190,13.6368,6.669,4.0,14.0,28.0
results/ablations/res1024/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations/res1024/per_image.csv,matched,190,13.2263,6.5106,3.0,13.0,28.0
results/ablations/res1024/per_image.csv,unmatched_pred,190,0.4105,0.8229,0.0,0.0,5.0
results/ablations/res1024/per_image.csv,unmatched_gt,190,0.2842,0.6532,0.0,0.0,4.0
results/ablations/res1024/per_image.csv,terminal_pair_precision,190,0.7197,0.2861,0.1019,0.7579,1.0
results/ablations/res1024/per_image.csv,terminal_pair_recall,190,0.7491,0.2795,0.0909,0.8308,1.0
results/ablations/res1024/per_image.csv,terminal_pair_f1,190,0.7076,0.2854,0.1111,0.7815,1.0
results/ablations/res1024/per_image.csv,net_f1,190,0.8083,0.2059,0.2222,0.8667,1.0
results/ablations/res1024/per_image.csv,per_component_connected_acc,190,0.5692,0.3982,0.0,0.5,1.0
results/ablations/res1024/per_image.csv,nged,190,0.1886,0.1624,0.0,0.1953,0.4773
results/ablations/res1024/per_image.csv,strict_success,190,0.3526,0.4791,0.0,0.0,1.0
results/ablations/res1024/per_image.csv,spice_valid,190,0.9895,0.1023,0.0,1.0,1.0
results/ablations/res1024/per_image.csv,solvable_before,190,0.5211,0.5009,0.0,1.0,1.0
results/ablations/res1024/per_image.csv,solvable_after,190,0.7421,0.4386,0.0,1.0,1.0
results/ablations/res1024/per_image.csv,num_assumptions,190,2.6263,0.8372,1.0,2.0,6.0
results/ablations/res1024/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations/snapping_ports/per_image.csv,n_pred,190,13.5684,6.6263,4.0,14.0,28.0
results/ablations/snapping_ports/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations/snapping_ports/per_image.csv,matched,190,13.3,6.4946,4.0,13.0,28.0
results/ablations/snapping_ports/per_image.csv,unmatched_pred,190,0.2684,0.6797,0.0,0.0,4.0
results/ablations/snapping_ports/per_image.csv,unmatched_gt,190,0.2105,0.5324,0.0,0.0,2.0
results/ablations/snapping_ports/per_image.csv,terminal_pair_precision,190,0.5637,0.2662,0.0,0.5472,1.0
results/ablations/snapping_ports/per_image.csv,terminal_pair_recall,190,0.4964,0.2621,0.0,0.4878,1.0
results/ablations/snapping_ports/per_image.csv,terminal_pair_f1,190,0.5059,0.2533,0.0,0.4541,1.0
results/ablations/snapping_ports/per_image.csv,net_f1,190,0.6794,0.1764,0.1961,0.6667,1.0
results/ablations/snapping_ports/per_image.csv,per_component_connected_acc,190,0.2126,0.2898,0.0,0.0935,1.0
results/ablations/snapping_ports/per_image.csv,nged,190,0.2216,0.1342,0.0,0.2308,0.4652
results/ablations/snapping_ports/per_image.csv,strict_success,190,0.0632,0.2439,0.0,0.0,1.0
results/ablations/snapping_ports/per_image.csv,spice_valid,190,0.9895,0.1023,0.0,1.0,1.0
results/ablations/snapping_ports/per_image.csv,solvable_before,190,0.3632,0.4822,0.0,0.0,1.0
results/ablations/snapping_ports/per_image.csv,solvable_after,190,0.7316,0.4443,0.0,1.0,1.0
results/ablations/snapping_ports/per_image.csv,num_assumptions,190,4.0211,1.4363,1.0,4.0,8.0
results/ablations/snapping_ports/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations/wire_method/classical/per_image.csv,n_pred,190,13.0158,6.9644,4.0,12.5,28.0
results/ablations/wire_method/classical/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations/wire_method/classical/per_image.csv,matched,190,12.6,6.7892,3.0,11.5,28.0
results/ablations/wire_method/classical/per_image.csv,unmatched_pred,190,0.4158,0.7772,0.0,0.0,4.0
results/ablations/wire_method/classical/per_image.csv,unmatched_gt,190,0.9105,1.3559,0.0,0.0,7.0
results/ablations/wire_method/classical/per_image.csv,terminal_pair_precision,190,0.2686,0.2345,0.0,0.2017,1.0
results/ablations/wire_method/classical/per_image.csv,terminal_pair_recall,190,0.1387,0.1742,0.0,0.0794,1.0
results/ablations/wire_method/classical/per_image.csv,terminal_pair_f1,190,0.1627,0.1793,0.0,0.1192,0.8947
results/ablations/wire_method/classical/per_image.csv,net_f1,190,0.4334,0.151,0.2,0.4,0.9714
results/ablations/wire_method/classical/per_image.csv,per_component_connected_acc,190,0.0239,0.1104,0.0,0.0,1.0
results/ablations/wire_method/classical/per_image.csv,nged,190,0.2784,0.1019,0.0,0.281,0.5181
results/ablations/wire_method/classical/per_image.csv,strict_success,190,0.0,0.0,0.0,0.0,0.0
results/ablations/wire_method/classical/per_image.csv,spice_valid,190,0.9684,0.1753,0.0,1.0,1.0
results/ablations/wire_method/classical/per_image.csv,solvable_before,190,0.2842,0.4522,0.0,0.0,1.0
results/ablations/wire_method/classical/per_image.csv,solvable_after,190,0.7579,0.4295,0.0,1.0,1.0
results/ablations/wire_method/classical/per_image.csv,num_assumptions,190,5.8263,2.4487,2.0,5.0,14.0
results/ablations/wire_method/classical/per_image.csv,num_gauge,190,1.5789,0.5649,0.0,2.0,2.0
results/ablations/wire_method/crossover_aware/per_image.csv,n_pred,190,13.0158,6.9644,4.0,12.5,28.0
results/ablations/wire_method/crossover_aware/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations/wire_method/crossover_aware/per_image.csv,matched,190,12.6,6.7892,3.0,11.5,28.0
results/ablations/wire_method/crossover_aware/per_image.csv,unmatched_pred,190,0.4158,0.7772,0.0,0.0,4.0
results/ablations/wire_method/crossover_aware/per_image.csv,unmatched_gt,190,0.9105,1.3559,0.0,0.0,7.0
results/ablations/wire_method/crossover_aware/per_image.csv,terminal_pair_precision,190,0.2781,0.2373,0.0,0.2275,1.0
results/ablations/wire_method/crossover_aware/per_image.csv,terminal_pair_recall,190,0.1367,0.1736,0.0,0.0696,1.0
results/ablations/wire_method/crossover_aware/per_image.csv,terminal_pair_f1,190,0.1644,0.1805,0.0,0.1111,0.8947
results/ablations/wire_method/crossover_aware/per_image.csv,net_f1,190,0.4389,0.1484,0.2,0.4,0.9714
results/ablations/wire_method/crossover_aware/per_image.csv,per_component_connected_acc,190,0.0239,0.1104,0.0,0.0,1.0
results/ablations/wire_method/crossover_aware/per_image.csv,nged,190,0.2764,0.1001,0.0,0.2821,0.5181
results/ablations/wire_method/crossover_aware/per_image.csv,strict_success,190,0.0,0.0,0.0,0.0,0.0
results/ablations/wire_method/crossover_aware/per_image.csv,spice_valid,190,0.9737,0.1605,0.0,1.0,1.0
results/ablations/wire_method/crossover_aware/per_image.csv,solvable_before,190,0.2737,0.447,0.0,0.0,1.0
results/ablations/wire_method/crossover_aware/per_image.csv,solvable_after,190,0.7526,0.4326,0.0,1.0,1.0
results/ablations/wire_method/crossover_aware/per_image.csv,num_assumptions,190,5.9105,2.4597,2.0,5.0,14.0
results/ablations/wire_method/crossover_aware/per_image.csv,num_gauge,190,1.5789,0.5649,0.0,2.0,2.0
results/ablations/wire_method.csv,n_images,7,190.0,0.0,190.0,190.0,190.0
results/ablations/wire_method.csv,stitch_masked_gaps,7,0.2857,0.488,0.0,0.0,1.0
results/ablations/wire_method.csv,handle_crossovers,7,0.4286,0.5345,0.0,0.0,1.0
results/ablations/wire_method.csv,terminal_pair_f1,7,0.2893,0.1348,0.1627,0.2025,0.4626
results/ablations/wire_method.csv,terminal_pair_f1_ci95_lo,7,0.2589,0.1288,0.1396,0.1741,0.425
results/ablations/wire_method.csv,terminal_pair_f1_ci95_hi,7,0.3212,0.1394,0.1904,0.2315,0.499
results/ablations/wire_method.csv,net_f1,7,0.5097,0.0945,0.431,0.4389,0.6366
results/ablations/wire_method.csv,net_f1_ci95_lo,7,0.4821,0.0901,0.4016,0.4201,0.604
results/ablations/wire_method.csv,net_f1_ci95_hi,7,0.5372,0.0979,0.4555,0.4635,0.6664
results/ablations/wire_method.csv,per_component_connected_acc,7,0.0886,0.0743,0.0239,0.0362,0.1841
results/ablations/wire_method.csv,per_component_connected_acc_ci95_lo,7,0.0644,0.0635,0.0106,0.0179,0.1447
results/ablations/wire_method.csv,per_component_connected_acc_ci95_hi,7,0.1153,0.0832,0.0408,0.059,0.2213
results/ablations/wire_method.csv,nged,7,0.2498,0.0222,0.2188,0.2481,0.2784
results/ablations/wire_method.csv,nged_ci95_lo,7,0.2327,0.0242,0.1999,0.2308,0.2645
results/ablations/wire_method.csv,nged_ci95_hi,7,0.2663,0.0199,0.2372,0.2649,0.2914
results/ablations/wire_method.csv,strict_success,7,0.0188,0.025,0.0,0.0,0.0526
results/ablations/wire_method.csv,strict_success_ci95_lo,7,0.0068,0.01,0.0,0.0,0.0211
results/ablations/wire_method.csv,strict_success_ci95_hi,7,0.0316,0.0408,0.0,0.0,0.0842
results/ablations/wire_method.csv,solvable_before_rate,7,0.3556,0.0598,0.2737,0.3579,0.4368
results/ablations/wire_method.csv,solvable_after_rate,7,0.7399,0.0314,0.6895,0.7526,0.7737
results/ablations/wire_method.csv,mean_assumptions,7,4.8932,0.857,3.9526,5.1895,5.9105
results/ablations/wire_method.csv,mean_gauge,7,1.6654,0.0591,1.5789,1.7,1.7
results/ablations/wire_method.csv,spice_valid_rate,7,0.9677,0.0083,0.9526,0.9684,0.9789
results/ablations_1024/abl_classical/per_image.csv,n_pred,190,13.6368,6.669,4.0,14.0,28.0
results/ablations_1024/abl_classical/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations_1024/abl_classical/per_image.csv,matched,190,13.2263,6.5106,3.0,13.0,28.0
results/ablations_1024/abl_classical/per_image.csv,unmatched_pred,190,0.4105,0.8229,0.0,0.0,5.0
results/ablations_1024/abl_classical/per_image.csv,unmatched_gt,190,0.2842,0.6532,0.0,0.0,4.0
results/ablations_1024/abl_classical/per_image.csv,terminal_pair_precision,190,0.2833,0.2186,0.0,0.2429,1.0
results/ablations_1024/abl_classical/per_image.csv,terminal_pair_recall,190,0.2117,0.2113,0.0,0.1429,1.0
results/ablations_1024/abl_classical/per_image.csv,terminal_pair_f1,190,0.217,0.1994,0.0,0.1598,0.8947
results/ablations_1024/abl_classical/per_image.csv,net_f1,190,0.4618,0.1746,0.1724,0.4211,0.9714
results/ablations_1024/abl_classical/per_image.csv,per_component_connected_acc,190,0.0408,0.1471,0.0,0.0,1.0
results/ablations_1024/abl_classical/per_image.csv,nged,190,0.2577,0.1234,0.0,0.2523,0.472
results/ablations_1024/abl_classical/per_image.csv,strict_success,190,0.0,0.0,0.0,0.0,0.0
results/ablations_1024/abl_classical/per_image.csv,spice_valid,190,0.9579,0.2014,0.0,1.0,1.0
results/ablations_1024/abl_classical/per_image.csv,solvable_before,190,0.4211,0.495,0.0,0.0,1.0
results/ablations_1024/abl_classical/per_image.csv,solvable_after,190,0.7579,0.4295,0.0,1.0,1.0
results/ablations_1024/abl_classical/per_image.csv,num_assumptions,190,5.1842,2.0632,2.0,5.0,12.0
results/ablations_1024/abl_classical/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations_1024/abl_crossover/per_image.csv,n_pred,190,13.6368,6.669,4.0,14.0,28.0
results/ablations_1024/abl_crossover/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations_1024/abl_crossover/per_image.csv,matched,190,13.2263,6.5106,3.0,13.0,28.0
results/ablations_1024/abl_crossover/per_image.csv,unmatched_pred,190,0.4105,0.8229,0.0,0.0,5.0
results/ablations_1024/abl_crossover/per_image.csv,unmatched_gt,190,0.2842,0.6532,0.0,0.0,4.0
results/ablations_1024/abl_crossover/per_image.csv,terminal_pair_precision,190,0.5998,0.268,0.0968,0.6027,1.0
results/ablations_1024/abl_crossover/per_image.csv,terminal_pair_recall,190,0.5171,0.2668,0.0909,0.4925,1.0
results/ablations_1024/abl_crossover/per_image.csv,terminal_pair_f1,190,0.5425,0.262,0.1,0.5,1.0
results/ablations_1024/abl_crossover/per_image.csv,net_f1,190,0.7098,0.1774,0.2667,0.7,1.0
results/ablations_1024/abl_crossover/per_image.csv,per_component_connected_acc,190,0.2587,0.3209,0.0,0.125,1.0
results/ablations_1024/abl_crossover/per_image.csv,nged,190,0.2086,0.1359,0.0,0.2188,0.4944
results/ablations_1024/abl_crossover/per_image.csv,strict_success,190,0.1,0.3008,0.0,0.0,1.0
results/ablations_1024/abl_crossover/per_image.csv,spice_valid,190,0.9947,0.0725,0.0,1.0,1.0
results/ablations_1024/abl_crossover/per_image.csv,solvable_before,190,0.4158,0.4942,0.0,0.0,1.0
results/ablations_1024/abl_crossover/per_image.csv,solvable_after,190,0.7474,0.4357,0.0,1.0,1.0
results/ablations_1024/abl_crossover/per_image.csv,num_assumptions,190,3.8263,1.3787,1.0,4.0,9.0
results/ablations_1024/abl_crossover/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/ablations_1024/abl_ink_boundary/per_image.csv,n_pred,190,13.6368,6.669,4.0,14.0,28.0
results/ablations_1024/abl_ink_boundary/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/ablations_1024/abl_ink_boundary/per_image.csv,matched,190,13.2263,6.5106,3.0,13.0,28.0
results/ablations_1024/abl_ink_boundary/per_image.csv,unmatched_pred,190,0.4105,0.8229,0.0,0.0,5.0
results/ablations_1024/abl_ink_boundary/per_image.csv,unmatched_gt,190,0.2842,0.6532,0.0,0.0,4.0
results/ablations_1024/abl_ink_boundary/per_image.csv,terminal_pair_precision,190,0.517,0.2735,0.0,0.4679,1.0
results/ablations_1024/abl_ink_boundary/per_image.csv,terminal_pair_recall,190,0.4301,0.2514,0.0,0.3563,1.0
results/ablations_1024/abl_ink_boundary/per_image.csv,terminal_pair_f1,190,0.4545,0.2543,0.0,0.3931,1.0
results/ablations_1024/abl_ink_boundary/per_image.csv,net_f1,190,0.6377,0.1995,0.1463,0.6414,1.0
results/ablations_1024/abl_ink_boundary/per_image.csv,per_component_connected_acc,190,0.1833,0.2603,0.0,0.0833,1.0
results/ablations_1024/abl_ink_boundary/per_image.csv,nged,190,0.2397,0.1346,0.0,0.2561,0.4775
results/ablations_1024/abl_ink_boundary/per_image.csv,strict_success,190,0.0421,0.2014,0.0,0.0,1.0
results/ablations_1024/abl_ink_boundary/per_image.csv,spice_valid,190,0.9789,0.1439,0.0,1.0,1.0
results/ablations_1024/abl_ink_boundary/per_image.csv,solvable_before,190,0.4158,0.4942,0.0,0.0,1.0
results/ablations_1024/abl_ink_boundary/per_image.csv,solvable_after,190,0.7368,0.4415,0.0,1.0,1.0
