file,column,n,mean,std,min,median,max
results/stratified_1024/worst_images.csv,terminal_pair_f1,15,0.2435,0.0906,0.1111,0.2273,0.4206
results/stratified_1024/worst_images.csv,unmatched_pred,15,0.2667,0.4577,0.0,0.0,1.0
results/stratified_1024/worst_images.csv,unmatched_gt,15,0.2667,0.4577,0.0,0.0,1.0
results/stratified_1024/worst_images.csv,has_crossover,15,0.8,0.414,0.0,1.0,1.0
results/stratified_1024/worst_images.csv,has_multiterminal,15,0.1333,0.3519,0.0,0.0,1.0
results/stratified_1024/worst_images.csv,frac_squarish_gt_boxes,15,0.1342,0.1157,0.0,0.143,0.389
results/sweeps/cc_vs_crossover_1024.csv,terminal_pair_f1,2,0.6473,0.0525,0.6102,0.6473,0.6845
results/sweeps/cc_vs_crossover_1024.csv,net_f1,2,0.7623,0.0491,0.7276,0.7623,0.797
results/sweeps/cc_vs_crossover_1024.csv,per_component_acc,2,0.5227,0.0023,0.521,0.5227,0.5243
results/sweeps/cc_vs_crossover_1024.csv,fragmentation,2,1.243,0.0099,1.236,1.243,1.25
results/sweeps/full_parameter_sweep.csv,terminal_pair_f1,45,0.6875,0.0122,0.6211,0.6911,0.6931
results/sweeps/full_parameter_sweep.csv,net_f1,45,0.7853,0.0068,0.7503,0.7872,0.7888
results/sweeps/full_parameter_sweep.csv,per_component_acc,45,0.5107,0.0187,0.4228,0.5166,0.5231
results/sweeps/full_parameter_sweep.csv,fragmentation,45,1.2606,0.0485,1.2,1.25,1.528
results/sweeps/junction_threshold.csv,terminal_pair_f1,6,0.4445,0.0131,0.4206,0.4489,0.4568
results/sweeps/junction_threshold.csv,net_f1,6,0.6318,0.0079,0.6183,0.6344,0.6399
results/sweeps/junction_threshold.csv,per_component_acc,6,0.1424,0.009,0.1259,0.1437,0.1514
results/sweeps/junction_threshold.csv,fragmentation,6,1.362,0.0855,1.25,1.3615,1.469
results/sweeps/junction_threshold_degfilter.csv,terminal_pair_f1,4,0.4521,0.0046,0.4486,0.4509,0.4582
results/sweeps/junction_threshold_degfilter.csv,net_f1,4,0.6373,0.0031,0.6348,0.6365,0.6412
results/sweeps/junction_threshold_degfilter.csv,per_component_acc,4,0.1484,0.0041,0.1449,0.148,0.1526
results/sweeps/junction_threshold_degfilter.csv,fragmentation,4,1.289,0.0284,1.25,1.298,1.31
results/sweeps/learned_guarded_notch.csv,terminal_pair_f1,4,0.6223,0.0422,0.5908,0.607,0.6845
results/sweeps/learned_guarded_notch.csv,net_f1,4,0.7553,0.0283,0.7343,0.7449,0.797
results/sweeps/learned_guarded_notch.csv,per_component_acc,4,0.4317,0.0606,0.3867,0.4096,0.521
results/sweeps/learned_guarded_notch.csv,fragmentation,4,1.3073,0.0404,1.25,1.317,1.345
results/sweeps/learned_threshold_1024.csv,terminal_pair_f1,10,0.5988,0.0351,0.5648,0.5926,0.6841
results/sweeps/learned_threshold_1024.csv,net_f1,10,0.7389,0.0239,0.7154,0.7352,0.797
results/sweeps/learned_threshold_1024.csv,per_component_acc,10,0.3792,0.0543,0.3311,0.362,0.5067
results/sweeps/learned_threshold_1024.csv,fragmentation,10,1.3785,0.0702,1.25,1.402,1.453
results/sweeps/masking.csv,terminal_pair_f1,8,0.5038,0.1143,0.2751,0.5194,0.6231
results/sweeps/masking.csv,net_f1,8,0.6695,0.0804,0.4987,0.6833,0.7483
results/sweeps/masking.csv,per_component_acc,8,0.2119,0.0964,0.0381,0.2071,0.3442
results/sweeps/masking.csv,fragmentation,8,1.3073,0.3506,1.118,1.1895,2.167
results/sweeps/res1024_noisefloor.csv,terminal_pair_f1,3,0.6833,0.0014,0.6817,0.6841,0.6841
results/sweeps/res1024_noisefloor.csv,net_f1,3,0.7971,0.0002,0.797,0.797,0.7974
results/sweeps/res1024_noisefloor.csv,per_component_acc,3,0.5064,0.0005,0.5058,0.5067,0.5067
results/sweeps/res1024_noisefloor.csv,fragmentation,3,1.25,0.0,1.25,1.25,1.25
results/sweeps/stitch_guards.csv,terminal_pair_f1,19,0.5184,0.0098,0.4906,0.5194,0.5347
results/sweeps/stitch_guards.csv,net_f1,19,0.6813,0.0086,0.6617,0.6833,0.6957
results/sweeps/stitch_guards.csv,per_component_acc,19,0.2071,0.0108,0.1653,0.2071,0.2189
results/sweeps/stitch_guards.csv,fragmentation,19,1.1523,0.0249,1.097,1.154,1.207
results/sweeps/vector_v1.csv,terminal_pair_f1,6,0.5795,0.0575,0.5273,0.5674,0.6795
results/sweeps/vector_v1.csv,net_f1,6,0.7254,0.0402,0.6919,0.7181,0.7993
results/sweeps/vector_v1.csv,per_component_acc,6,0.4011,0.0906,0.3101,0.3916,0.5328
results/sweeps/vector_v1.csv,fragmentation,6,1.4022,0.0828,1.25,1.427,1.462
results/sweeps/vector_v2.csv,terminal_pair_f1,4,0.6071,0.0585,0.5371,0.6059,0.6795
results/sweeps/vector_v2.csv,net_f1,4,0.7416,0.0443,0.6919,0.7376,0.7993
results/sweeps/vector_v2.csv,per_component_acc,4,0.4607,0.0751,0.3557,0.4772,0.5328
results/sweeps/vector_v2.csv,fragmentation,4,1.3605,0.0882,1.25,1.365,1.462
results/sweeps/vector_v3.csv,terminal_pair_f1,4,0.6362,0.0311,0.6135,0.626,0.6795
results/sweeps/vector_v3.csv,net_f1,4,0.7625,0.0264,0.7434,0.7536,0.7993
results/sweeps/vector_v3.csv,per_component_acc,4,0.5146,0.0348,0.4855,0.5091,0.5546
results/sweeps/vector_v3.csv,fragmentation,4,1.3182,0.0459,1.25,1.339,1.345
results/sweeps/vector_v4.csv,terminal_pair_f1,3,0.6438,0.0333,0.6135,0.6385,0.6795
results/sweeps/vector_v4.csv,net_f1,3,0.7689,0.0283,0.7434,0.7639,0.7993
results/sweeps/vector_v4.csv,per_component_acc,3,0.5243,0.0353,0.4855,0.5328,0.5546
results/sweeps/vector_v4.csv,fragmentation,3,1.3093,0.0517,1.25,1.333,1.345
results/textmask_eval/per_image.csv,n_text_boxes,190,9.2842,3.2778,4.0,10.0,16.0
results/textmask_eval/per_image.csv,ink_recall,190,0.8541,0.1555,0.3279,0.8845,1.0
results/textmask_eval/per_image.csv,box_recall_50,190,0.8859,0.1458,0.4,0.9259,1.0
results/textmask_eval/per_image.csv,boxes_missed_10,190,0.9789,1.3914,0.0,0.0,7.0
results/textmask_eval/per_image.csv,wire_damage,190,0.0128,0.0134,0.0,0.0092,0.078
results/textmask_eval/per_image.csv,text_ink_px,190,3999.7526,1800.0155,1441.0,3466.5,12367.0
results/textmask_eval/per_image.csv,uncovered_text_px,190,591.3316,734.4438,0.0,430.0,6766.0
results/v2_newpreproc/classical/per_image.csv,n_pred,190,13.5684,6.6263,4.0,14.0,28.0
results/v2_newpreproc/classical/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/v2_newpreproc/classical/per_image.csv,matched,190,12.3737,6.781,0.0,10.0,28.0
results/v2_newpreproc/classical/per_image.csv,unmatched_pred,190,1.1947,3.6179,0.0,0.0,24.0
results/v2_newpreproc/classical/per_image.csv,unmatched_gt,190,1.1368,3.5712,0.0,0.0,24.0
results/v2_newpreproc/classical/per_image.csv,terminal_pair_precision,190,0.2617,0.2321,0.0,0.2048,1.0
results/v2_newpreproc/classical/per_image.csv,terminal_pair_recall,190,0.197,0.2156,0.0,0.124,1.0
results/v2_newpreproc/classical/per_image.csv,terminal_pair_f1,190,0.2025,0.207,0.0,0.1506,0.8947
results/v2_newpreproc/classical/per_image.csv,net_f1,190,0.431,0.202,0.0,0.4119,0.9714
results/v2_newpreproc/classical/per_image.csv,per_component_connected_acc,190,0.0362,0.1451,0.0,0.0,1.0
results/v2_newpreproc/classical/per_image.csv,nged,190,0.2546,0.1223,0.0,0.25,0.475
results/v2_newpreproc/classical/per_image.csv,strict_success,190,0.0,0.0,0.0,0.0,0.0
results/v2_newpreproc/classical/per_image.csv,spice_valid,190,0.9526,0.213,0.0,1.0,1.0
results/v2_newpreproc/classical/per_image.csv,solvable_before,190,0.4368,0.4973,0.0,0.0,1.0
results/v2_newpreproc/classical/per_image.csv,solvable_after,190,0.7737,0.4196,0.0,1.0,1.0
results/v2_newpreproc/classical/per_image.csv,num_assumptions,190,5.1895,2.0691,2.0,5.0,12.0
results/v2_newpreproc/classical/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/v2_newpreproc/crossover_aware/per_image.csv,n_pred,190,13.5684,6.6263,4.0,14.0,28.0
results/v2_newpreproc/crossover_aware/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/v2_newpreproc/crossover_aware/per_image.csv,matched,190,12.3737,6.781,0.0,10.0,28.0
results/v2_newpreproc/crossover_aware/per_image.csv,unmatched_pred,190,1.1947,3.6179,0.0,0.0,24.0
results/v2_newpreproc/crossover_aware/per_image.csv,unmatched_gt,190,1.1368,3.5712,0.0,0.0,24.0
results/v2_newpreproc/crossover_aware/per_image.csv,terminal_pair_precision,190,0.2655,0.2312,0.0,0.2143,1.0
results/v2_newpreproc/crossover_aware/per_image.csv,terminal_pair_recall,190,0.1904,0.2145,0.0,0.1111,1.0
results/v2_newpreproc/crossover_aware/per_image.csv,terminal_pair_f1,190,0.2024,0.208,0.0,0.1506,0.8947
results/v2_newpreproc/crossover_aware/per_image.csv,net_f1,190,0.4362,0.1988,0.0,0.4151,0.9714
results/v2_newpreproc/crossover_aware/per_image.csv,per_component_connected_acc,190,0.0358,0.1451,0.0,0.0,1.0
results/v2_newpreproc/crossover_aware/per_image.csv,nged,190,0.2481,0.1167,0.0,0.248,0.475
results/v2_newpreproc/crossover_aware/per_image.csv,strict_success,190,0.0,0.0,0.0,0.0,0.0
results/v2_newpreproc/crossover_aware/per_image.csv,spice_valid,190,0.9684,0.1753,0.0,1.0,1.0
results/v2_newpreproc/crossover_aware/per_image.csv,solvable_before,190,0.4053,0.4922,0.0,0.0,1.0
results/v2_newpreproc/crossover_aware/per_image.csv,solvable_after,190,0.7684,0.423,0.0,1.0,1.0
results/v2_newpreproc/crossover_aware/per_image.csv,num_assumptions,190,5.2579,2.0398,2.0,5.0,12.0
results/v2_newpreproc/crossover_aware/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/v3_boundary_snap/per_image.csv,n_pred,190,13.5684,6.6263,4.0,14.0,28.0
results/v3_boundary_snap/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/v3_boundary_snap/per_image.csv,matched,190,12.3737,6.781,0.0,10.0,28.0
results/v3_boundary_snap/per_image.csv,unmatched_pred,190,1.1947,3.6179,0.0,0.0,24.0
results/v3_boundary_snap/per_image.csv,unmatched_gt,190,1.1368,3.5712,0.0,0.0,24.0
results/v3_boundary_snap/per_image.csv,terminal_pair_precision,190,0.4687,0.2881,0.0,0.446,1.0
results/v3_boundary_snap/per_image.csv,terminal_pair_recall,190,0.3699,0.2524,0.0,0.3261,1.0
results/v3_boundary_snap/per_image.csv,terminal_pair_f1,190,0.3985,0.2574,0.0,0.3636,1.0
results/v3_boundary_snap/per_image.csv,net_f1,190,0.5853,0.2268,0.0,0.618,1.0
results/v3_boundary_snap/per_image.csv,per_component_connected_acc,190,0.1424,0.2301,0.0,0.0,1.0
results/v3_boundary_snap/per_image.csv,nged,190,0.2423,0.1322,0.0,0.252,0.4737
results/v3_boundary_snap/per_image.csv,strict_success,190,0.0263,0.1605,0.0,0.0,1.0
results/v3_boundary_snap/per_image.csv,spice_valid,190,0.9684,0.1753,0.0,1.0,1.0
results/v3_boundary_snap/per_image.csv,solvable_before,190,0.3579,0.4806,0.0,0.0,1.0
results/v3_boundary_snap/per_image.csv,solvable_after,190,0.6895,0.4639,0.0,1.0,1.0
results/v3_boundary_snap/per_image.csv,num_assumptions,190,4.0737,1.4235,2.0,4.0,10.0
results/v3_boundary_snap/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/v4_stitch/per_image.csv,n_pred,190,13.5684,6.6263,4.0,14.0,28.0
results/v4_stitch/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/v4_stitch/per_image.csv,matched,190,12.3737,6.781,0.0,10.0,28.0
results/v4_stitch/per_image.csv,unmatched_pred,190,1.1947,3.6179,0.0,0.0,24.0
results/v4_stitch/per_image.csv,unmatched_gt,190,1.1368,3.5712,0.0,0.0,24.0
results/v4_stitch/per_image.csv,terminal_pair_precision,190,0.4942,0.3039,0.0,0.4743,1.0
results/v4_stitch/per_image.csv,terminal_pair_recall,190,0.4074,0.2726,0.0,0.3604,1.0
results/v4_stitch/per_image.csv,terminal_pair_f1,190,0.4319,0.2767,0.0,0.4,1.0
results/v4_stitch/per_image.csv,net_f1,190,0.6065,0.2384,0.0,0.6394,1.0
results/v4_stitch/per_image.csv,per_component_connected_acc,190,0.1737,0.2669,0.0,0.0426,1.0
results/v4_stitch/per_image.csv,nged,190,0.2302,0.1376,0.0,0.2438,0.4652
results/v4_stitch/per_image.csv,strict_success,190,0.0526,0.2239,0.0,0.0,1.0
results/v4_stitch/per_image.csv,spice_valid,190,0.9632,0.1889,0.0,1.0,1.0
results/v4_stitch/per_image.csv,solvable_before,190,0.3789,0.4864,0.0,0.0,1.0
results/v4_stitch/per_image.csv,solvable_after,190,0.7211,0.4497,0.0,1.0,1.0
results/v4_stitch/per_image.csv,num_assumptions,190,3.9526,1.3305,2.0,4.0,9.0
results/v4_stitch/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/v5_stitch_crossover/per_image.csv,n_pred,190,13.5684,6.6263,4.0,14.0,28.0
results/v5_stitch_crossover/per_image.csv,n_gt,190,13.5105,6.6035,4.0,14.0,28.0
results/v5_stitch_crossover/per_image.csv,matched,190,12.3737,6.781,0.0,10.0,28.0
results/v5_stitch_crossover/per_image.csv,unmatched_pred,190,1.1947,3.6179,0.0,0.0,24.0
results/v5_stitch_crossover/per_image.csv,unmatched_gt,190,1.1368,3.5712,0.0,0.0,24.0
results/v5_stitch_crossover/per_image.csv,terminal_pair_precision,190,0.5317,0.293,0.0,0.5302,1.0
results/v5_stitch_crossover/per_image.csv,terminal_pair_recall,190,0.4326,0.2739,0.0,0.387,1.0
results/v5_stitch_crossover/per_image.csv,terminal_pair_f1,190,0.4626,0.2728,0.0,0.4241,1.0
results/v5_stitch_crossover/per_image.csv,net_f1,190,0.6366,0.2234,0.0,0.6587,1.0
results/v5_stitch_crossover/per_image.csv,per_component_connected_acc,190,0.1841,0.2759,0.0,0.0541,1.0
results/v5_stitch_crossover/per_image.csv,nged,190,0.2188,0.1305,0.0,0.2256,0.4681
results/v5_stitch_crossover/per_image.csv,strict_success,190,0.0526,0.2239,0.0,0.0,1.0
results/v5_stitch_crossover/per_image.csv,spice_valid,190,0.9789,0.1439,0.0,1.0,1.0
results/v5_stitch_crossover/per_image.csv,solvable_before,190,0.3526,0.4791,0.0,0.0,1.0
results/v5_stitch_crossover/per_image.csv,solvable_after,190,0.7158,0.4522,0.0,1.0,1.0
results/v5_stitch_crossover/per_image.csv,num_assumptions,190,4.0421,1.4723,1.0,4.0,9.0
results/v5_stitch_crossover/per_image.csv,num_gauge,190,1.7,0.5034,0.0,2.0,2.0
results/welds/per_weld.csv,candidate_sites,93,4.3118,5.4812,0.0,3.0,42.0
results/welds/per_weld.csv,cut_site_degree,80,3.5875,0.4954,3.0,4.0,4.0
results/welds/per_weld.csv,n_fused_nets,93,2.3333,0.7708,2.0,2.0,7.0
results/welds/per_weld.csv,single_cut,93,0.8602,0.3486,0.0,1.0,1.0
