image,c_render_ok,c_unrouted_nets,c_bad_pins,c_foreign_intrusions,A_tp_f1,A_net_f1,A_percomp,B_tp_f1,B_net_f1,B_percomp,C_tp_f1,C_net_f1,C_percomp,D_tp_f1,D_net_f1,D_percomp
circuit_1134.jpg,1,0,0,0,0.36065573770491804,0.5,0.0,0.36065573770491804,0.5,0.0,0.9032258064516129,0.9629629629629629,0.5,1.0,1.0,1.0
circuit_1135.jpg,1,0,0,0,0.6666666666666665,0.7000000000000001,0.0,0.7368421052631579,0.8181818181818182,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
circuit_1145.jpg,1,0,0,0,0.3157894736842105,0.4999999999999999,0.0,0.39999999999999997,0.5454545454545454,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_1153.jpg,0,2,1,0,0.2185792349726776,0.5098039215686274,0.03571428571428571,0.28415300546448086,0.5882352941176471,0.10714285714285714,,,,1.0,1.0,1.0
circuit_1162.jpg,1,0,0,0,0.39999999999999997,0.6176470588235294,0.1111111111111111,0.42105263157894735,0.6176470588235294,0.0,0.8983050847457628,0.9565217391304348,0.6666666666666666,1.0,1.0,1.0
circuit_1166.jpg,1,0,0,0,0.7164179104477613,0.8247422680412372,0.34782608695652173,0.7352941176470589,0.845360824742268,0.43478260869565216,1.0,1.0,1.0,1.0,1.0,1.0
circuit_1172.jpg,1,0,0,0,0.8030303030303031,0.8775510204081631,0.2608695652173913,0.45614035087719296,0.6597938144329897,0.13043478260869565,1.0,1.0,1.0,1.0,1.0,1.0
circuit_1183.jpg,1,0,0,0,0.8000000000000002,0.8181818181818182,0.0,0.4444444444444445,0.6363636363636364,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_1194.jpg,0,1,0,0,0.4625850340136055,0.7311827956989247,0.375,0.5135135135135135,0.7826086956521738,0.4166666666666667,,,,1.0,1.0,1.0
circuit_1201.jpg,1,0,0,0,0.484472049689441,0.6741573033707865,0.13636363636363635,0.6410256410256411,0.7415730337078652,0.13636363636363635,0.7027027027027027,0.8351648351648352,0.4090909090909091,1.0,1.0,1.0
