epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,110.692,0.89035,0.44674,0.88986,0.96617,0.9754,0.98325,0.74658,0.91132,0.40326,0.91137,0.000427305,0.000427305,0.000427305
33,113.696,0.89144,0.43963,0.88781,0.96991,0.97312,0.98224,0.74187,0.92241,0.40031,0.90897,0.000425734,0.000425734,0.000425734
34,116.689,0.88002,0.42929,0.8846,0.96598,0.97366,0.98267,0.74077,0.93717,0.40762,0.91425,0.000424164,0.000424164,0.000424164
35,119.953,0.87252,0.4324,0.88562,0.95931,0.97998,0.98326,0.75642,0.89528,0.40091,0.90196,0.000422593,0.000422593,0.000422593
36,123.66,0.87832,0.44064,0.88435,0.96981,0.96762,0.97966,0.71982,0.98056,0.41447,0.91855,0.000421022,0.000421022,0.000421022
37,126.853,0.89131,0.43833,0.89015,0.97062,0.97704,0.98253,0.71339,1.01978,0.4177,0.92815,0.000419451,0.000419451,0.000419451
38,129.951,0.86295,0.42776,0.8841,0.97495,0.9743,0.97828,0.72244,0.98511,0.41371,0.92403,0.00041788,0.00041788,0.00041788
39,133.016,0.87447,0.42684,0.88593,0.97161,0.97628,0.98198,0.69523,1.04456,0.42773,0.93654,0.00041631,0.00041631,0.00041631
40,136.067,0.87107,0.4277,0.88112,0.97137,0.97365,0.97943,0.74322,0.91007,0.401,0.90805,0.000414739,0.000414739,0.000414739
41,139.007,0.85765,0.42627,0.87826,0.96741,0.97009,0.97866,0.75024,0.89692,0.39668,0.90402,0.000413168,0.000413168,0.000413168
42,142.099,0.86958,0.42723,0.88698,0.9718,0.97559,0.98173,0.74448,0.91567,0.3897,0.90815,0.000411597,0.000411597,0.000411597
43,144.99,0.84249,0.41949,0.87666,0.96999,0.9743,0.97927,0.74162,0.92698,0.39458,0.91445,0.000410026,0.000410026,0.000410026
44,148.192,0.85967,0.41508,0.88252,0.96508,0.96984,0.9832,0.73792,0.94699,0.40307,0.91341,0.000408456,0.000408456,0.000408456
45,151.231,0.86263,0.41572,0.88113,0.96147,0.97534,0.97592,0.73788,0.92545,0.39945,0.9075,0.000406885,0.000406885,0.000406885
46,154.262,0.86241,0.41669,0.87991,0.96957,0.9714,0.98034,0.72028,0.9971,0.4113,0.93104,0.000405314,0.000405314,0.000405314
47,157.193,0.84454,0.41351,0.87971,0.96404,0.97088,0.97938,0.72784,0.96062,0.40154,0.91854,0.000403743,0.000403743,0.000403743
48,160.424,0.84454,0.40879,0.88312,0.96647,0.97522,0.98365,0.75176,0.90147,0.38928,0.90824,0.000402172,0.000402172,0.000402172
49,163.997,0.88966,0.41958,0.88349,0.97106,0.97687,0.98574,0.74764,0.92273,0.39361,0.9176,0.000400602,0.000400602,0.000400602
50,167.63,0.86972,0.41728,0.88053,0.97382,0.97618,0.98046,0.66932,1.12702,0.43941,0.9598,0.000399031,0.000399031,0.000399031
51,170.802,0.82791,0.40474,0.87622,0.97266,0.97663,0.98273,0.72464,0.97037,0.39798,0.91931,0.00039746,0.00039746,0.00039746
52,173.858,0.8282,0.40423,0.87547,0.96841,0.97314,0.97752,0.72049,0.97946,0.40512,0.92023,0.000395889,0.000395889,0.000395889
53,176.915,0.83508,0.40583,0.87419,0.96555,0.97863,0.97959,0.72228,0.97934,0.40626,0.92641,0.000394318,0.000394318,0.000394318
54,180.024,0.85335,0.40955,0.87658,0.96921,0.97114,0.98117,0.75,0.90625,0.38293,0.91178,0.000392748,0.000392748,0.000392748
55,183.003,0.81783,0.39613,0.87403,0.96888,0.9744,0.97905,0.74388,0.90548,0.38794,0.91311,0.000391177,0.000391177,0.000391177
56,186,0.8141,0.39517,0.87028,0.97265,0.97589,0.9808,0.73154,0.94287,0.39693,0.91619,0.000389606,0.000389606,0.000389606
57,189.093,0.81273,0.39068,0.87636,0.97195,0.97938,0.98058,0.72771,0.94107,0.38996,0.91494,0.000388035,0.000388035,0.000388035
58,192.08,0.81774,0.39122,0.87269,0.97338,0.97678,0.98413,0.71061,1.03178,0.40688,0.93746,0.000386464,0.000386464,0.000386464
59,195.045,0.84521,0.40167,0.87885,0.96679,0.97584,0.98447,0.6696,1.11873,0.42411,0.96226,0.000384894,0.000384894,0.000384894
60,198.225,0.8193,0.38901,0.87565,0.96413,0.97939,0.98535,0.68689,1.10714,0.4249,0.9677,0.000383323,0.000383323,0.000383323
61,201.417,0.81816,0.39051,0.87386,0.97643,0.97622,0.98081,0.74905,0.90793,0.38274,0.91206,0.000381752,0.000381752,0.000381752
62,204.781,0.8652,0.41272,0.88048,0.97234,0.97665,0.97901,0.7471,0.90528,0.3773,0.91033,0.000380181,0.000380181,0.000380181
63,208.124,0.80425,0.39049,0.87098,0.96914,0.9828,0.98194,0.70126,1.02285,0.40077,0.93487,0.00037861,0.00037861,0.00037861
64,211.42,0.80989,0.38824,0.86973,0.97044,0.97827,0.98044,0.732,0.93731,0.38598,0.91498,0.00037704,0.00037704,0.00037704
65,214.678,0.81726,0.38849,0.87376,0.96758,0.97819,0.98007,0.72604,0.96009,0.38497,0.91917,0.000375469,0.000375469,0.000375469
66,217.939,0.79062,0.37784,0.8702,0.96962,0.97179,0.97763,0.74575,0.91667,0.37767,0.91082,0.000373898,0.000373898,0.000373898
67,221.292,0.81363,0.3887,0.87137,0.96472,0.97632,0.97934,0.72338,0.96307,0.40322,0.92037,0.000372327,0.000372327,0.000372327
68,225.039,0.7964,0.38442,0.86771,0.96587,0.96854,0.9813,0.74334,0.91189,0.38611,0.91116,0.000370756,0.000370756,0.000370756
69,228.569,0.78889,0.37944,0.86637,0.96717,0.97173,0.97191,0.73076,0.92776,0.39197,0.91234,0.000369186,0.000369186,0.000369186
70,231.53,0.78889,0.3766,0.86322,0.96988,0.97651,0.98092,0.71486,1.02027,0.39758,0.93627,0.000367615,0.000367615,0.000367615
71,234.686,0.78414,0.37701,0.86617,0.97282,0.97567,0.9837,0.73947,0.93611,0.3717,0.9147,0.000366044,0.000366044,0.000366044
72,237.641,0.78368,0.37477,0.86655,0.96854,0.97702,0.98203,0.74735,0.90105,0.37383,0.9092,0.000364473,0.000364473,0.000364473
73,240.848,0.77852,0.3726,0.86558,0.97097,0.97541,0.98422,0.71656,0.97219,0.38574,0.92527,0.000362902,0.000362902,0.000362902
74,244.238,0.79012,0.37937,0.87078,0.97007,0.96993,0.98356,0.73575,0.95137,0.38809,0.91489,0.000361332,0.000361332,0.000361332
75,247.708,0.78112,0.36824,0.86452,0.96844,0.97472,0.98102,0.74999,0.90522,0.37434,0.91085,0.000359761,0.000359761,0.000359761
76,251.159,0.78042,0.37576,0.86588,0.97035,0.97963,0.98143,0.73842,0.938,0.38723,0.91574,0.00035819,0.00035819,0.00035819
77,254.38,0.76888,0.37248,0.86674,0.96725,0.97643,0.98183,0.75083,0.9032,0.37536,0.90946,0.000356619,0.000356619,0.000356619
78,257.383,0.75754,0.36543,0.86106,0.96608,0.97503,0.98053,0.73737,0.95416,0.38831,0.92205,0.000355048,0.000355048,0.000355048
79,260.465,0.7563,0.36727,0.85958,0.97452,0.97739,0.98257,0.72828,0.99046,0.39496,0.93153,0.000353478,0.000353478,0.000353478
80,263.428,0.77502,0.36892,0.86173,0.9721,0.97519,0.98283,0.69809,1.04384,0.40199,0.94612,0.000351907,0.000351907,0.000351907
81,266.394,0.76743,0.36804,0.86161,0.9641,0.97832,0.97963,0.72558,0.9613,0.39281,0.92466,0.000350336,0.000350336,0.000350336
82,269.36,0.77252,0.36761,0.86647,0.96822,0.97916,0.98084,0.73567,0.93639,0.37886,0.91903,0.000348765,0.000348765,0.000348765
83,272.377,0.76616,0.36441,0.86092,0.96803,0.98029,0.98058,0.74437,0.9123,0.37271,0.91542,0.000347194,0.000347194,0.000347194
84,275.482,0.75603,0.35997,0.86326,0.96587,0.9799,0.98222,0.74687,0.91567,0.37058,0.91301,0.000345624,0.000345624,0.000345624
85,278.463,0.75638,0.3615,0.86198,0.97451,0.97641,0.97961,0.73671,0.939,0.38446,0.91741,0.000344053,0.000344053,0.000344053
