metric,label,n_images,mean_a,mean_b,delta,ci95_lo,ci95_hi,wins,losses,ties,significant
terminal_pair_f1,terminal-pair F1,190,0.7669,0.7678,0.0009,-0.0061,0.008,10,8,172,False
net_f1,net F1,190,0.8585,0.8579,-0.0006,-0.0056,0.0042,8,6,176,False
per_component_connected_acc,per-component connected,190,0.5482,0.5573,0.009,0.0004,0.0206,5,1,184,True
nged,nGED,190,0.2316,0.2307,-0.0009,-0.0053,0.0039,12,15,163,False
strict_success,strict success,190,0.4158,0.4263,0.0105,0.0,0.0263,2,0,188,False
solvable_before,DC-solvable (pre-repair),190,0.5211,0.5263,0.0053,0.0,0.0158,1,0,189,False
solvable_after,DC-solvable (post-repair),190,0.7737,0.7632,-0.0105,-0.0316,0.0105,1,3,186,False
