metric,label,n_images,mean_a,mean_b,delta,ci95_lo,ci95_hi,wins,losses,ties,significant
terminal_pair_f1,terminal-pair F1,190,0.7076,0.7078,0.0001,0.0,0.0004,1,0,189,False
net_f1,net F1,190,0.8083,0.8083,0.0,0.0,0.0,0,0,190,False
per_component_connected_acc,per-component connected,190,0.5692,0.5737,0.0045,0.0,0.0135,1,0,189,False
nged,nGED,190,0.1921,0.1938,0.0017,0.0007,0.0029,12,0,178,True
strict_success,strict success,190,0.3526,0.3526,0.0,0.0,0.0,0,0,190,False
solvable_before,DC-solvable (pre-repair),190,0.5211,0.5263,0.0053,0.0,0.0158,1,0,189,False
solvable_after,DC-solvable (post-repair),190,0.7421,0.7421,0.0,0.0,0.0,0,0,190,False
