metric,label,n_images,mean_a,mean_b,delta,ci95_lo,ci95_hi,wins,losses,ties,significant
terminal_pair_f1,terminal-pair F1,190,0.3985,0.4319,0.0334,0.0184,0.0509,36,11,143,True
net_f1,net F1,190,0.5853,0.6065,0.0213,0.0109,0.0323,37,8,145,True
per_component_connected_acc,per-component connected,190,0.1424,0.1737,0.0313,0.0111,0.056,22,5,163,True
nged,nGED,190,0.2423,0.2302,-0.0121,-0.0174,-0.0074,12,52,126,True
strict_success,strict success,190,0.0263,0.0526,0.0263,0.0053,0.0526,5,0,185,True
solvable_before,DC-solvable (pre-repair),190,0.3579,0.3789,0.0211,0.0053,0.0421,4,0,186,True
solvable_after,DC-solvable (post-repair),190,0.6895,0.7211,0.0316,0.0053,0.0632,7,1,182,True
