metric,label,n_images,mean_a,mean_b,delta,ci95_lo,ci95_hi,wins,losses,ties,significant
terminal_pair_f1,terminal-pair F1,190,0.7076,0.7147,0.0071,-0.0009,0.0188,15,13,162,False
net_f1,net F1,190,0.8083,0.8127,0.0044,-0.0004,0.0106,15,10,165,False
per_component_connected_acc,per-component connected,190,0.5692,0.5744,0.0052,-0.0108,0.0238,7,8,175,False
nged,nGED,190,0.1921,0.1909,-0.0011,-0.0047,0.0025,15,15,160,False
strict_success,strict success,190,0.3526,0.3632,0.0105,0.0,0.0263,2,0,188,False
solvable_before,DC-solvable (pre-repair),190,0.5211,0.5158,-0.0053,-0.0263,0.0158,2,3,185,False
solvable_after,DC-solvable (post-repair),190,0.7421,0.7368,-0.0053,-0.0263,0.0105,1,2,187,False
