metric,label,n_images,mean_a,mean_b,delta,ci95_lo,ci95_hi,wins,losses,ties,significant
terminal_pair_f1,terminal-pair F1,190,0.7076,0.7188,0.0111,-0.0023,0.0245,27,19,144,False
net_f1,net F1,190,0.8083,0.8216,0.0132,0.0022,0.0256,26,14,150,True
per_component_connected_acc,per-component connected,190,0.5692,0.569,-0.0001,-0.0207,0.0215,14,14,162,False
nged,nGED,190,0.1921,0.1847,-0.0074,-0.0125,-0.003,18,27,145,True
strict_success,strict success,190,0.3526,0.3263,-0.0263,-0.0526,-0.0053,0,5,185,True
solvable_before,DC-solvable (pre-repair),190,0.5211,0.5263,0.0053,-0.0211,0.0316,4,3,183,False
solvable_after,DC-solvable (post-repair),190,0.7421,0.7474,0.0053,-0.0263,0.0368,5,4,181,False
