metric,label,n_images,mean_a,mean_b,delta,ci95_lo,ci95_hi,wins,losses,ties,significant
terminal_pair_f1,terminal-pair F1,190,0.7076,0.7076,-0.0001,-0.0021,0.0022,10,10,170,False
net_f1,net F1,190,0.8083,0.8088,0.0005,-0.001,0.002,9,7,174,False
per_component_connected_acc,per-component connected,190,0.5692,0.5652,-0.004,-0.0143,0.0071,3,7,180,False
nged,nGED,190,0.1921,0.1854,-0.0066,-0.0099,-0.0038,3,40,147,True
strict_success,strict success,190,0.3526,0.3526,0.0,0.0,0.0,0,0,190,False
solvable_before,DC-solvable (pre-repair),190,0.5211,0.5263,0.0053,-0.0105,0.0263,2,1,187,False
solvable_after,DC-solvable (post-repair),190,0.7421,0.7474,0.0053,0.0,0.0158,1,0,189,False
