metric,label,n_images,mean_a,mean_b,delta,ci95_lo,ci95_hi,wins,losses,ties,significant
terminal_pair_f1,terminal-pair F1,190,0.7426,0.7458,0.0031,-0.0016,0.0079,11,6,173,False
net_f1,net F1,190,0.8411,0.8436,0.0025,-0.0007,0.0059,9,7,174,False
per_component_connected_acc,per-component connected,190,0.5946,0.6021,0.0074,-0.0018,0.0186,7,3,180,False
nged,nGED,190,0.2372,0.2375,0.0003,-0.0018,0.002,12,5,173,False
strict_success,strict success,190,0.3789,0.3789,0.0,0.0,0.0,0,0,190,False
solvable_before,DC-solvable (pre-repair),190,0.5158,0.5211,0.0053,-0.0105,0.0263,2,1,187,False
solvable_after,DC-solvable (post-repair),190,0.7684,0.7737,0.0053,0.0,0.0158,1,0,189,False
