metric,label,n_images,mean_a,mean_b,delta,ci95_lo,ci95_hi,wins,losses,ties,significant
terminal_pair_f1,terminal-pair F1,190,0.3985,0.4626,0.0641,0.0458,0.0838,71,10,109,True
net_f1,net F1,190,0.5853,0.6366,0.0513,0.0381,0.0665,70,7,113,True
per_component_connected_acc,per-component connected,190,0.1424,0.1841,0.0417,0.0197,0.0677,33,9,148,True
nged,nGED,190,0.2423,0.2188,-0.0235,-0.0308,-0.0167,21,80,89,True
strict_success,strict success,190,0.0263,0.0526,0.0263,0.0053,0.0526,5,0,185,True
solvable_before,DC-solvable (pre-repair),190,0.3579,0.3526,-0.0053,-0.0474,0.0368,7,8,175,False
solvable_after,DC-solvable (post-repair),190,0.6895,0.7158,0.0263,-0.0158,0.0684,11,6,173,False
