metric,label,n_images,mean_a,mean_b,delta,ci95_lo,ci95_hi,wins,losses,ties,significant
terminal_pair_f1,terminal-pair F1,190,0.7076,0.701,-0.0067,-0.0146,-0.0005,11,14,165,True
net_f1,net F1,190,0.8083,0.805,-0.0034,-0.0088,0.001,9,10,171,False
per_component_connected_acc,per-component connected,190,0.5692,0.5652,-0.004,-0.0199,0.0108,5,7,178,False
nged,nGED,190,0.1921,0.1891,-0.0029,-0.0061,-0.0,14,29,147,True
strict_success,strict success,190,0.3526,0.3474,-0.0053,-0.0263,0.0105,1,2,187,False
solvable_before,DC-solvable (pre-repair),190,0.5211,0.5263,0.0053,-0.0105,0.0263,2,1,187,False
solvable_after,DC-solvable (post-repair),190,0.7421,0.7368,-0.0053,-0.0211,0.0105,1,2,187,False
