metric,label,n_images,mean_a,mean_b,delta,ci95_lo,ci95_hi,wins,losses,ties,significant
terminal_pair_f1,terminal-pair F1,190,0.7059,0.7291,0.0232,0.0114,0.0364,31,13,146,True
net_f1,net F1,190,0.8075,0.8291,0.0216,0.0112,0.0329,28,12,150,True
per_component_connected_acc,per-component connected,190,0.5675,0.5731,0.0056,-0.0138,0.0249,14,13,163,False
nged,nGED,190,0.2451,0.2394,-0.0057,-0.014,0.0012,16,29,145,False
strict_success,strict success,190,0.3579,0.3579,0.0,-0.0211,0.0211,2,2,186,False
solvable_before,DC-solvable (pre-repair),190,0.5316,0.5158,-0.0158,-0.0421,0.0053,1,4,185,False
solvable_after,DC-solvable (post-repair),190,0.7474,0.7632,0.0158,-0.0158,0.0526,7,4,179,False
