image,load,detect,textmask,wiremask,wires,stitch,nodes,snapping,netlist,repair,export,total,n_components
circuit_1074.jpg,0.005686083022737876,0.001135083002736792,0.002913000003900379,0.0005732910067308694,0.008625415997812524,0.12115933300810866,0.0057417500065639615,0.10539691601297818,7.062498480081558e-05,0.0008366249967366457,0.0015447080077137798,0.2536828300508205,28
circuit_1076.jpg,0.005190833006054163,0.0011871659953612834,0.002307249989826232,0.0003510410024318844,0.01308791700284928,0.1082661249965895,0.002578249986981973,0.04617470802622847,5.141602014191449e-05,0.0006245829863473773,0.0028592500020749867,0.18267853901488706,24
circuit_1077.jpg,0.002606249996460974,0.00045791600132361054,0.0017574169905856252,0.0003462500171735883,0.006280625006183982,0.016696250007953495,0.002420875011011958,0.00830820799455978,2.7041009161621332e-05,0.00011212500976398587,0.0012996669975109398,0.04031262404168956,7
circuit_1079.jpg,0.0019236670050304383,0.000608833011938259,0.0023809999984223396,0.0003545829968061298,0.019753457978367805,0.2436750830092933,0.005097000015666708,0.029685083020012826,0.00022999997599981725,0.0006637079932261258,0.005506041023181751,0.3098784560279455,23
circuit_1087.jpg,0.004208708007354289,0.0014042499824427068,0.004160500015132129,0.00014070799807086587,0.006382207997376099,0.047729834011988714,0.0029818330076523125,0.010688124981243163,3.608298720791936e-05,0.00017824998940341175,0.0018935840053018183,0.07980408298317343,9
circuit_1093.jpg,0.003608750004786998,0.0006557919841725379,0.0022971660073380917,0.00018020899733528495,0.006835833977675065,0.05077308299951255,0.006171416986035183,0.019376875017769635,8.791600703261793e-05,0.002256332983961329,0.002332667005248368,0.09457604197086766,18
circuit_1094.jpg,0.0037162500084377825,0.003541167010553181,0.007768082985421643,0.0002821669913828373,0.010296708991518244,0.014191249996656552,0.002025459019932896,0.010318250017007813,2.37500062212348e-05,0.00023712500114925206,0.001243791019078344,0.05364400104735978,6
circuit_1097.jpg,0.0033001670090015978,0.0006115839933045208,0.004436332994373515,0.00022141699446365237,0.006185959005961195,0.013261916988994926,0.0019423329795245081,0.026278042001649737,2.7292000595480204e-05,0.00023629199131391943,0.0010661669948603958,0.05756750295404345,11
circuit_1111.jpg,0.0027479590207803994,0.0011662080069072545,0.0036775830085389316,0.0002899999963119626,0.009089500003028661,0.03978908297722228,0.006084874999942258,0.06709608397795819,5.916701047681272e-05,0.000450249994173646,0.002191915991716087,0.13264262498705648,24
circuit_1121.jpg,0.003172208002069965,0.002042417007032782,0.003274749993579462,0.00014908399316482246,0.008796582987997681,0.017500624991953373,0.0057095840165857226,0.027497082977788523,5.950001650489867e-05,0.0001516659976914525,0.002630582981510088,0.07098408296587877,7
circuit_1122.jpg,0.004620166000677273,0.001469542010454461,0.0031814999820198864,0.0006212499865796417,0.011597417003940791,0.05322549998527393,0.006051832984667271,0.026000917016062886,0.00018924998585134745,0.00031795899849385023,0.002086624997900799,0.10936195895192213,19
circuit_1124.jpg,0.0027748749998863786,0.0010685839806683362,0.003752332995645702,0.0004317499988246709,0.011746292002499104,0.038217042019823566,0.006989457993768156,0.036450832994887605,5.1915994845330715e-05,0.0006798749964218587,0.0019174169865436852,0.10408037496381439,19
circuit_1127.jpg,0.003283833008026704,0.0009181670029647648,0.0038102910039015114,0.00017329197726212442,0.007687000004807487,0.0255083329975605,0.0039449580071959645,0.01100625001708977,5.870801396667957e-05,0.00036841697874478996,0.004428916989127174,0.06118816600064747,8
circuit_113.jpg,0.0027637500024866313,0.0006570419936906546,0.0035632920044008642,0.0008315830200444907,0.012490041001001373,0.03906562499469146,0.0035256250121165067,0.0794043329951819,0.0045697079913225025,0.0005484999855980277,0.0054558330157306045,0.15287533201626502,24
circuit_1133.jpg,0.003996999992523342,0.001348291989415884,0.004907333001028746,0.0011609579960349947,0.005170541990082711,0.0025499999755993485,0.006382166990078986,0.07161366700893268,7.562499376945198e-05,0.000852042023325339,0.0019887920061592013,0.10004641796695068,13
circuit_1134.jpg,0.0043978330213576555,0.000938582990784198,0.003990833007264882,0.0006307080038823187,0.0052176250028423965,0.0013484999944921583,0.005131916987011209,0.04763137499685399,3.3541000448167324e-05,0.00017337501049041748,0.0012141249899286777,0.07070841500535607,14
circuit_1135.jpg,0.003355499997269362,0.0012336670188233256,0.0029265830235090107,9.295900235883892e-05,0.006996624986641109,0.015481915994314477,0.006843041017418727,0.01685824999003671,4.641700070351362e-05,0.0002861670218408108,0.0014407919952645898,0.055561917048180476,6
circuit_1145.jpg,0.0039402499969583005,0.001638625020859763,0.005802290979772806,0.0005424160044640303,0.008315582992509007,0.02776354199158959,0.005836708005517721,0.006404374988051131,3.4374999813735485e-05,0.0002094999945256859,0.0032958330120891333,0.0637834979861509,7
circuit_1153.jpg,0.004320916981669143,0.0010389579983893782,0.0038822080241516232,0.00045008299639448524,0.015020291990367696,0.14631354200537317,0.00405058401520364,0.06401191701297648,0.003257207979913801,0.002439000003505498,0.0025150839937850833,0.24729979300173,28
circuit_1162.jpg,0.007433916995069012,0.001217999990331009,0.006118791992776096,0.0007288750202860683,0.00961775000905618,0.09843395900679752,0.0020232080132700503,0.020118084008572623,4.48749924544245e-05,0.0006695000047329813,0.0033377920044586062,0.14974475203780457,18
circuit_1166.jpg,0.0032411669963039458,0.0006106670189183205,0.0033784589904826134,0.0004200830007903278,0.016964916983852163,0.05140416600625031,0.003701167006511241,0.025962125015212223,5.3750001825392246e-05,0.0005469169991556555,0.0012714170152321458,0.10755483503453434,23
circuit_1172.jpg,0.0019442090124357492,0.0005307910032570362,0.002537833002861589,0.00021720901713706553,0.0077202079992275685,0.03823541701422073,0.00255762500455603,0.016564249992370605,6.229098653420806e-05,0.0002987080079037696,0.0007538330100942403,0.07142237405059859,23
circuit_1183.jpg,0.0022060840274207294,0.0008062499982770532,0.0025485829974059016,0.00010129198199138045,0.004990165994968265,0.01132266700733453,0.001402583991875872,0.0030676669848617166,2.3500004317611456e-05,0.00029170801280997694,0.0012992500269319862,0.028059751028195024,6
circuit_1194.jpg,0.0017567090108059347,0.0004449159896466881,0.0015429169870913029,0.00015300000086426735,0.007484125002520159,0.06328624999150634,0.0015913750103209168,0.01694870801293291,3.833300434052944e-05,0.00028279199614189565,0.001049291022354737,0.09457841602852568,24
circuit_1201.jpg,0.0016397500003222376,0.00038470898289233446,0.0013803750043734908,0.00014654098777100444,0.005121791997225955,0.059821832983288914,0.0014982919965405017,0.01791558400145732,4.329197690822184e-05,0.0002383330138400197,0.0007895419839769602,0.08898004292859696,22
circuit_1202.jpg,0.0010529170103836805,0.0002692079870030284,0.0014568330079782754,0.00012941600289195776,0.003975166997406632,0.01761495802202262,0.001723665976896882,0.004239041998516768,2.1541985915973783e-05,0.00024175000726245344,0.000763332995120436,0.03148783199139871,7
circuit_1203.jpg,0.0018033749947790056,0.0004479589988477528,0.002198417001636699,0.00028737500542774796,0.006211957981577143,0.06273508301819675,0.0015385000151582062,0.002527917007682845,1.9207975128665566e-05,0.00012470799265429378,0.0006659579812549055,0.07856045797234401,7
circuit_1204.jpg,0.001132250006776303,0.00036945901229046285,0.0012813749781344086,7.650000043213367e-05,0.003519042016705498,0.027360000007320195,0.0011501670232973993,0.00317724997876212,1.9625003915280104e-05,0.00011175000690855086,0.0006695830088574439,0.038867001043399796,7
circuit_1205.jpg,0.0012708340073004365,0.00033099998836405575,0.0013837080041412264,0.00011758398613892496,0.004606375005096197,0.014584582997485995,0.0015477080014534295,0.004108291992451996,2.0042003598064184e-05,0.00012400001287460327,0.000672499998472631,0.02876662599737756,6
circuit_1209.jpg,0.001771042007021606,0.0006517079891636968,0.0015033750096336007,0.00019545899704098701,0.0029255000117700547,0.02273562501068227,0.0023130000045057386,0.0215757499972824,3.541700425557792e-05,0.0002987500047311187,0.0016499579942319542,0.055655584030319005,14
circuit_1233.jpg,0.0034016249992419034,0.0005159169959370047,0.0016530409920960665,0.00016229200991801918,0.004696249990956858,0.0561212920001708,0.002761708019534126,0.017177666013594717,0.0003317079972475767,0.0003411670040804893,0.0008355840109288692,0.08799825003370643,15
circuit_1239.jpg,0.0019378339929971844,0.0008432499889750034,0.002435333008179441,0.00014554199879057705,0.006179290998261422,0.04413266698247753,0.0027082919841632247,0.007853541988879442,3.716701758094132e-05,0.0004655419907066971,0.0015690829895902425,0.0683075429406017,9
circuit_1241.jpg,0.0019022079941350967,0.0004622919950634241,0.001590833009686321,0.00012837498798035085,0.005954833992291242,0.03138833399862051,0.004114708979614079,0.01344904099823907,9.229200077243149e-05,0.00016616599168628454,0.0014392500161193311,0.06068833396420814,20
circuit_1243.jpg,0.0026986250013578683,0.0010093330056406558,0.0028030840039718896,0.00022658301168121397,0.007048166007734835,0.08141712500946596,0.0012944999907631427,0.03240766699309461,4.833299317397177e-05,0.0004161669930908829,0.0016253330104518682,0.1309949160204269,24
circuit_1244.jpg,0.0032454579777549952,0.0007142910035327077,0.0019333339878357947,0.00019200000679120421,0.00745416697463952,0.026500291016418487,0.0011883749975822866,0.04495658300584182,0.00012237500050105155,0.0005618750001303852,0.0014637919957749546,0.08833254096680321,25
circuit_125.jpg,0.0025118339981418103,0.0005314580048434436,0.001506125001469627,9.983300697058439e-05,0.004166708007687703,0.02990829199552536,0.0023902500106487423,0.0053074169845785946,6.916699931025505e-05,0.00028208299772813916,0.0013431670085992664,0.048116334015503526,8
circuit_1252.jpg,0.004117834003409371,0.0006973330164328218,0.0020231250091455877,0.00016670802142471075,0.007177082996349782,0.0867484170012176,0.011509333009598777,0.015150125022046268,5.0125003326684237e-05,0.00026816700119525194,0.005844041996169835,0.1337522920803167,23
circuit_1256.jpg,0.0023561660200357437,0.0006109589885454625,0.002202874980866909,0.0009650830179452896,0.006290249992161989,0.013470667006913573,0.002171833999454975,0.021904583991272375,5.237502045929432e-05,0.00023729100939817727,0.0018503330065868795,0.05211241703364067,19
circuit_1258.jpg,0.0014335000014398247,0.0005869999877177179,0.0019143749959766865,0.000137541996082291,0.004208958009257913,0.02383691701106727,0.001289666019147262,0.009756041981745511,4.9208989366889e-05,0.00016066699754446745,0.0011567919864319265,0.04453066797577776,8
circuit_1262.jpg,0.0015136669971980155,0.0007373330008704215,0.00377333298092708,0.0001370410027448088,0.005619708012090996,0.014968249975936487,0.0011911670153494924,0.004721208999399096,2.6083987904712558e-05,0.00012037501437589526,0.0035627080069389194,0.036370874993735924,7
circuit_1268.jpg,0.0018573749985080212,0.0004997080250177532,0.001456790982047096,0.00010145801934413612,0.005029957974329591,0.02249858301365748,0.003296792012406513,0.009876416006591171,7.145799463614821e-05,0.00018199998885393143,0.0010358339932281524,0.045906373008619994,14
circuit_1272.jpg,0.002020791987888515,0.0007278749835677445,0.0022515000018756837,0.00011145800817757845,0.007963042007759213,0.06419916698359884,0.002135416987584904,0.011193000013008714,3.8707978092134e-05,0.00021374999778345227,0.0011597920092754066,0.09201450095861219,15
circuit_136.jpg,0.001975624996703118,0.00043366599129512906,0.0017943340062629431,0.00012954097473993897,0.004305999987991527,0.018835167022189125,0.003024832985829562,0.003500374994473532,4.341598832979798e-05,0.00016191700706258416,0.0008470419852528721,0.03505191594013013,7
circuit_138.jpg,0.0018665420066099614,0.0005714169819839299,0.002093332994263619,9.612500434741378e-05,0.006782167009077966,0.01060545799555257,0.0015930420195218176,0.00936037499923259,0.00010083301458507776,0.00016720799612812698,0.0015113340050447732,0.034747834026347846,6
circuit_14.jpg,0.0029924999980721623,0.0005959999980404973,0.0021144580096006393,0.00013416699948720634,0.007063208002364263,0.08560012499219738,0.003555792005499825,0.017368125001667067,0.00013204201241023839,0.00042108300840482116,0.0009766669827513397,0.12095416701049544,23
circuit_153.jpg,0.0023091250041034073,0.0007145419949665666,0.0016555000038351864,0.00013970801956020296,0.004144167003687471,0.007855292002204806,0.004197917005512863,0.03249758298625238,0.00012483299360610545,0.0007718749984633178,0.00145945799886249,0.0558700000110548,14
circuit_155.jpg,0.0023145419836509973,0.0009822919964790344,0.002635749988257885,0.00020345798111520708,0.008899792010197416,0.03635791700799018,0.0016802920144982636,0.017241249996004626,0.00012812501518055797,0.0005575830000452697,0.0012829159968532622,0.0722839169902727,19
circuit_170.jpg,0.0021876250102650374,0.0006702920072712004,0.002081250015180558,0.0002517079992685467,0.0099300830042921,0.014856541994959116,0.0028560000064317137,0.016829875006806105,0.00015050001093186438,0.00026237498968839645,0.0023486660211347044,0.05242491606622934,10
circuit_178.jpg,0.0017604170134291053,0.0005185409972909838,0.0019957089971285313,8.25420138426125e-05,0.004907916998490691,0.012883917021099478,0.001549875014461577,0.004778125003213063,1.724998583085835e-05,0.00011070902110077441,0.0009311670146416873,0.029536169080529362,6
circuit_184.jpg,0.0019155839981976897,0.00047312499373219907,0.002021958993282169,0.0002084170118905604,0.004387625027447939,0.000790833990322426,0.003224040992790833,0.012312832986935973,2.704199869185686e-05,0.00012412501382641494,0.0010020829795394093,0.02648766798665747,12
circuit_185.jpg,0.0017255420098081231,0.00033354200422763824,0.0014907910081092268,0.0001252919901162386,0.0056158340012189,0.02458675001980737,0.00149200001033023,0.0036904589796904474,1.824999344535172e-05,0.0001923340023495257,0.0010352090175729245,0.040306003036675975,5
circuit_187.jpg,0.0026391249848529696,0.0005930830084253103,0.003384999989066273,0.00012491698726080358,0.0036085419997107238,0.013624624989461154,0.003097333974437788,0.026290624984540045,3.837500116787851e-05,0.00018687499687075615,0.002213875006418675,0.05580237592221238,14
circuit_19.jpg,0.0034750410122796893,0.0006172910216264427,0.002972666989080608,8.833399624563754e-05,0.004355499986559153,0.011292624985799193,0.0018942079914268106,0.006152125017251819,2.5707995519042015e-05,0.00015120799071155488,0.002344625012483448,0.0333693319989834,9
circuit_193.jpg,0.0022153749887365848,0.0018455420213285834,0.003079459012951702,0.0002343749802093953,0.007397125009447336,0.017914374999236315,0.0026264580083079636,0.024292416987009346,4.374998388811946e-05,0.0001781670143827796,0.0008390839793719351,0.06066612698487006,20
circuit_198.jpg,0.002246834017569199,0.000956625008257106,0.0022105000098235905,0.00013229198521003127,0.006218666007043794,0.05492224998306483,0.0016230830224230886,0.01805341598810628,0.00011816699407063425,0.0007337919960264117,0.001794874988263473,0.08901049999985844,19
